6.757120495618254331e-13,5.580363398352033988e-01,5.512057287229319563e-02,3.113083594467410675e-01
4.822849039553323003e-03,5.533230337514355533e-04,2.459835257720122126e-02,1.000000000000061395e-01
9.953177639554825788e-07,6.133882251578791206e-11,7.695508970124995629e-08,6.339576303907879933e-07
7.094189306180943333e-07,7.837433049381599490e-04,8.976820988929169829e-04,1.000000000000634062e-03
1.000000000000793277e-04,5.969938720439428057e-06,3.118141764366083043e-05,1.000000000092453491e-04
1.000000000165702257e-05,1.296683615775971461e-07,9.937120894117948378e-06,1.000000000063395924e-05
1.000000000165702257e-06,7.622215003183697678e-07,3.071259430152690643e-07,1.000000000013125366e-06
5.969938720439428692e-07,1.121324269935022530e-07,1.837361967560424392e-07,1.223389281622294126e-07
7.627291536681917865e-08,4.919075566360630142e-09,8.326402774606791928e-08,8.529518050137534667e-08
9.161789237554236603e-09,2.442071935186091713e-09,5.179993939044361332e-09,1.000000000790100650e-09
1.857998109047602288e-09,6.583374784283534668e-11,5.310829020325784805e-10,5.205737792872533916e-10
3.577803261693211041e-10,5.308187836567551537e-10,2.635581443228766982e-10,5.288039200983708646e-10
6.845229110751781924e-11,4.175600084231333679e-11,1.171055046266406631e-10,8.855133488823714159e-11
4.330892968339654918e-11,1.495206145745572140e-11,8.506833067782270544e-12,9.526717316010182213e-13
6.988641773894258452e-12,1.416016938936658342e-12,2.828838101808925662e-12,4.675404551543264014e-12
8.211378190583108997e-13,2.045959538345344844e-13,1.416016938936658342e-12,6.450766773572499362e-14
9.228628496112015189e-02,9.407893837299385886e-02,5.107176175284877662e-02,5.498558902271001581e-03
6.070529942710212179e-01,8.744318822179958373e-02,4.019355350070655947e-02,1.000000000000009992e+00
7.751562316890658888e-02,2.949749279856907387e-03,5.512057287229320734e-04,1.000000000000020872e-01
1.000000000000066981e-02,1.000000000008191195e-04,7.328068205558695798e-04,1.000000000000065940e-02
1.000000000000165904e-03,7.054002565691397560e-04,3.118141764366083043e-05,5.381969442108152290e-04
1.000000000000793277e-04,9.133625191672439659e-06,8.240733266234563995e-05,9.846072535777597565e-05
1.000000000009527000e-05,1.450794845933844066e-06,9.808195489010677282e-06,8.056165852808958236e-06
1.000000000063395924e-06,9.706022718587856900e-07,3.577803261693210222e-07,7.079293819362854357e-07
1.000000000063396003e-07,1.121324269935022696e-09,8.028055919317219426e-08,1.000000000000551453e-07
1.000000000092453667e-08,8.855133488823713022e-09,6.845229110751781769e-09,8.535374854911880741e-09
2.327007506634413105e-09,5.288039200983708646e-10,6.450766773572498696e-10,7.054019123215979804e-10
2.610293658044825609e-10,6.339576303907881577e-11,8.909843579157029584e-11,2.438816564753736298e-10
4.685100535807306836e-11,7.054019123215980805e-12,2.376005266141780041e-11,2.376005266141780041e-11
6.674826911170145989e-12,6.339576303907882546e-13,6.988641773894258452e-12,1.000000000790100848e-12
8.079845681443313967e-13,6.339576303907883051e-14,6.988641773894259057e-13,1.416016938936658494e-13
1.171055046266406790e-13,5.512057287229324598e-14,2.828838101808926066e-13,5.512057287229324598e-14
5.498558902271001581e-03,4.216803471590924168e-03,4.721091117953997440e-02,3.807316832925342759e-02
1.000000000000010759e-13,2.376005266141780819e-14,6.878441837001737653e-14,6.757120495618255088e-14
1.000000000000009992e+00,7.860062966669793816e-02,7.219583525991968287e-02,1.000000000000016848e-02
1.000000000000010048e-01,5.713330174551133935e-03,2.327007506634412234e-03,7.450307652133028764e-03
1.000000000000010082e-02,5.994890773146522179e-04,1.000000000000634171e-04,1.028715117734178993e-04
1.000000000000010212e-03,9.190814002634907867e-05,1.000000052661869190e-05,1.000000000000551331e-05
1.000000000000010212e-04,8.529518050137533026e-06,8.326402774606791240e-06,1.000000000524319067e-06
1.000000000000010246e-05,9.498361109925957293e-08,2.473515616287034494e-06,8.483416948543854470e-07
1.000000000000010331e-06,4.217261201519415765e-07,1.282329941605854980e-08,8.590801216087937103e-08
1.000000000000010410e-07,2.066218069511537244e-08,5.288039200983707694e-08,1.000000002045960170e-09
1.000000000000010443e-08,1.000000002045960196e-10,2.442071935186091610e-10,4.027166596472747199e-10
1.000000000000010402e-09,6.956193485184078767e-11,3.263739828152719173e-10,2.430682706234144561e-10
1.000000000000010505e-10,1.000000000000089241e-12,7.928133319237890111e-12,7.163051955055144528e-11
1.000000000000010602e-11,1.000000000790100899e-13,9.678487224951373962e-13,1.673137188042267247e-12
1.000000000000010683e-12,9.467423456938540455e-13,9.846072535777603291e-13,8.578950302754784155e-13
1.000000000000634527e-13,6.133882251578792236e-14,5.512057287229324598e-14,8.758352525064610741e-14
1.667764101792112985e-02,9.836701645721408413e-03,9.228628496112015189e-03,8.539035725998246921e-04
4.093478856619502983e-03,1.053704999815808716e-02,1.978861007875287736e-02,4.346281462852219502e-02
1.792500728441238575e-02,5.595207554427389894e-03,1.000000000000010048e-01,9.926082337802497914e-04
5.511140168657809382e-03,2.014215277704905268e-04,1.000000063395763139e-02,7.188267488956530567e-04
6.685135065789553528e-04,3.609077382012176481e-04,1.000000000000010212e-03,1.000000001050569456e-05
1.000000000000010212e-04,7.277647671759804036e-06,1.000000000000010212e-04,7.096198023619917721e-05
1.000000000000876083e-05,5.713330174551135093e-07,1.000000000000021088e-05,1.746265033270466899e-07
1.000000000024234626e-06,1.121324269935022530e-08,4.929332308587831187e-07,3.762028161536810966e-07
1.000000000092453601e-07,7.630718610535146258e-09,9.298681516955173784e-08,3.202104495604625313e-08
1.000000000524319206e-08,1.671330073863775695e-10,9.269837075385831998e-09,2.430682706234144458e-09
1.000000000524319247e-09,1.312514006073878601e-10,7.054002565691399734e-10,4.324098462829573276e-10
1.055725369161731559e-10,9.467423456938540213e-11,1.000000002045960196e-10,5.225399302049262913e-11
2.294540888114524011e-11,6.572998964940655537e-12,7.923149694620129628e-12,6.898008577795262195e-12
2.376005266141780365e-12,6.757120495618254331e-13,4.754408958896560469e-12,6.572998964940656345e-13
7.008768234612175990e-13,6.789878871571915044e-13,8.211378190583108997e-13,6.789878871571915044e-13
5.899630142782101806e-13,6.339576303907882546e-13,6.133882251578792236e-14,1.657019502253069853e-13
9.926082337802497914e-04,6.493040784599134413e-04,6.464128963426046814e-03,7.544467723805552833e-03
9.926082337802497914e-04,3.349576032480689088e-03,4.346281462852219675e-03,8.539035725998246921e-04
2.150016321823205057e-03,9.342361494241769888e-04,1.000000000000023787e-02,9.926082337802498998e-05
1.000000000000067458e-03,2.372454241350385013e-04,6.685135065789553528e-04,8.483944859035091966e-04
1.000000000000634171e-04,7.615776038594374561e-06,1.000000000006573159e-04,8.483944859035091966e-05
1.000000000008075863e-05,1.746265033270466740e-06,1.000000052661869190e-05,5.834876252162108200e-06
1.000825122622047533e-06,2.540446933069358822e-07,1.000000001657019805e-06,6.886268567193378830e-08
1.000825122622047533e-07,6.804740808809761861e-09,1.028715117734179053e-07,5.798976973999665043e-08
4.358079924038017202e-08,8.483416948543854941e-10,4.002305755217634670e-08,5.225399302049262577e-08
5.798976973999665705e-09,6.789878871571912679e-09,6.768401548506693728e-09,7.542733318920735653e-10
6.804740808809762067e-10,7.542733318920736428e-11,1.277315607845220071e-10,7.701869681425708465e-11
2.124058475181943581e-10,8.079845681443313765e-12,7.408971711507078588e-11,4.971398670451647037e-11
2.124058475181943775e-11,8.075871509568549926e-12,7.542733318920737075e-12,8.079845681443313765e-12
4.324098462829573761e-12,6.731477195891926141e-13,6.339576303907881738e-12,6.572998964940655537e-12
7.079293819362857027e-13,6.757120495618254331e-13,8.578950302754784407e-14,4.754408958896560469e-12
8.079845681443313967e-13,1.657019502253069802e-12,6.339576303907882546e-13,6.757120495618254331e-13
7.544467723805553267e-04,7.960753543615912151e-04,7.960753543615912151e-04,6.493040784599134413e-04
7.544467723805553267e-04,9.342361494241769888e-04,5.378540860573638623e-04,7.960753543615912151e-04
4.093478856619503091e-04,1.865345490333581921e-04,1.000000000807984559e-03,9.342361494241770972e-05
1.000000006133882512e-04,5.834876252162108200e-06,1.000000000613388511e-04,5.834876252162107861e-05
5.834876252162107861e-05,7.968198823622111468e-07,9.342361494241771988e-06,8.483944859035092982e-06
5.834876252162108200e-06,8.535374854911879351e-07,5.798976973999664143e-06,1.746265033270466740e-06
6.886268567193378301e-07,1.920587099060690684e-07,4.551215940156859122e-07,2.124058475181943262e-07
7.579336283633407283e-08,9.641345130542901573e-08,4.551215940156859122e-08,8.897845904783158176e-08
2.124058475181943395e-08,3.652205772229358583e-09,8.483944859035093511e-09,5.225399302049262577e-09
2.124058475181943477e-09,7.542733318920736428e-11,7.542733318920735653e-10,8.897845904783159251e-10
5.225399302049262784e-10,4.324098462829573276e-11,4.866337689988834114e-10,4.324098462829573276e-10
8.578950302754782782e-11,8.578950302754783751e-12,5.339088429906938228e-11,8.578950302754782782e-11
4.324098462829573276e-11,4.324098462829573276e-11,7.079293819362856220e-12,8.079845681443313765e-12
7.542733318920737075e-12,8.079845681443313967e-13,8.079845681443313765e-12,6.572998964940655537e-12
8.079845681443313765e-12,6.757120495618253523e-12,6.572998964940655537e-12,6.572998964940655537e-12
8.578950302754784155e-13,6.058346611262356447e-12,6.757120495618253523e-12,6.757120495618253523e-12
